"Date","Record Number","Record Type","Project Name","Status","Description","Short Notes",
"06/14/2016","2016-007793ENF","Enforcement (ENF)","586 41st Avenue","Under Review","illegal short-term rentals at 586 41st Avenue",,
"06/14/2016","2016-007794PRJ","Project Profile (PRJ)","1401 BROADWAY","Closed","PURSUANT TO SECTION 211.1(C) CHANGE OF USE FROM A REC CENTER TO TELEGRAPH HILL COOPERATIVE NURSERY SCHOOL (PRE-SCHOOL) IN PUBLIC ZONING DISTRICT AS AN ACCESSORY NONPUBLIC USE. NO EXTERIOR CHANGES. NEW FIRE ALARM SYSTEM UNDER SEPARATE PERMIT; NO GP REFERRAL REQUIRED.",,
"06/14/2016","2016-007795ENF","Enforcement (ENF)","1207 Lane Street","Under Review","illegal short-term rentals - renting out individual rooms in the unit",,
"06/14/2016","2016-007796ENV","Environmental (ENV)","SFPUC - Seismic Reliability and Condition Assessment at Southeast Water Pollution Control Plant","Closed - CEQA Clearance Issued","The proposed project involves seismic and structural improvements to Building 042 (Sedimentation Building No. 2) and various underground structures at the Southeast Water Pollution Control Plant.A maximum of 112 drilled piers would be constructed in either two or three rows around the perimeter of the building. Upon installation of the piers, a four-foot thick matt slab would be poured to strengthen the foundation of the building. To limit the extent of the slab, piers could also be drilled inside tanks 1 and 7. The slab would be below grade and once completed, the areas surrounding the building would either be restored to their general pre-project condition or would support uses related to the surrounding buildings (e.g., utilities which would be installed above the slab and piers).Repairs to spalling concrete and corroding re-bar (involving the removal of corrosion and the sealing of the re-bar) would be made to underground structural elements under Building 240 (Secondary Bypass Junction Structure) and Building 525 (Primary Effluent Channel and Disinfection Facility).None of the proposed repairs would increase the treatment capacity of the SEWPCP, nor would they enlarge the building envelope of any of the buildings or expand the footprint of any of the buildings.  The propose work to seismically strengthen the building would be completed whether other projects at the SEWPCP are undertaken or not.",,
"06/14/2016","2016-007796ETM","Environmental Time and Materials (ETM)","SFPUC - Seismic Reliability and Condition Assessment at Southeast Water Pollution Control Plant","Closed - CEQA Clearance Issued",,,
"06/14/2016","2016-007797PRL","Project Light (PRL)","152 BRIDGEVIEW DR","Closed","1) Foundation repair 2) New retaining walls at rear. Total excavation at 45 cy.",,
"06/14/2016","2016-007798PRL","Project Light (PRL)","1034 Valencia Street","Closed","TI improvement and replacement of glazed tile at bulkhead of storefront; no other exterior work.",,
"06/14/2016","2016-007800PRL","Project Light (PRL)","531 16TH AVE","Closed","REPLACE EXISTING ALUMINUM FRONT FACADE WINDOWS WITH FIBERGLASS CLAD WOOD WINDOWS, IN KIND.  REAR FACADE WINDOWS AND DOORS TO BE REPLACE WITH VINYL WINDOWS IN KIND.",,
"06/14/2016","2016-007801MIS","Misc. Permits-REF (MIS)","2550 Powell St - ABM Parking Services","Closed - Approved","Police Referral - Commercial Parking Garage Renewal. Permitted as a continuation of existing parking facility (garage).",,
"06/14/2016","2016-007802PRL","Project Light (PRL)","1311 PALOU AVE","Closed","REVISION TO PERMIT 201604195096.  GROUND FLOOR, NEW PARTITION WALL TO CREATE TWO NEW BEDROOMS, NEW PARTITION WALL BETWEEN EXISTING KITCHEN AND BATH, NEW LAUNDRY AND NEW BATH, INFILL EXISTING WINDOWS IN BATH, KITCHEN, PANTRY, NEW WIDOWS IN KITCHEN,AND BATH, NEW BATHROOM.  SECOND FLOOR, NEW PARTITION WALL TO CREATE NEW BEDROOM, NEW WALL BETWEEN EXISTING KITCHEN, EXISTING BATH AND NEW LAUNDRY AND NEW BATH, INFILL EXISTING WINDOWS BATH, KITCHEN, PANTRY, NEW WINDOWS IN KITCHEN, BATH AND NEW BATHROOM.",,
"06/14/2016","2016-007803CND","Condo-REF (CND)","367 UNION ST","Closed - Approved","E-Condo - 4 Units Condo Conversion",,
"06/14/2016","2016-007806PRJ","Project Profile (PRJ)","Golden Triangle Light Standards - Fiberglass Pilot Review","Under Review","Proposed replacement of existing cast iron light standards (Landmark No.233) with molded fiberglass replicas.",,
"06/14/2016","2016-007807PRJ","Project Profile (PRJ)","635 Sutter St - entry and lobby","Closed","Modifications to entry sequence for ADA compliance and modifications to interior lobby",,
"06/14/2016","2016-007841GEN","Generic (GEN)","325 29th Avenue","Closed - Informational","Immediate Disclosure Request w/ extension - 325 29th Avenue",,
"06/14/2016","2016-008134GEN","Generic (GEN)","543-545 02nd St","Closed - Informational","Record Request",,
"06/13/2016","2016-002643SHD","Shadow Study (SHD)","100 CALIFORNIA ST","Closed - Approved","Shadow Analysis for BPA 2016.02.12.9534:  RENOVATE (E) 14TH FLR, INCLUDING EXPANSION ONTO MECHANICAL ROOF WALL, FROM A MECHANICAL/MAINTENANCE SPACE INTO A COLD SHELL FOR LEASING; MOVE ALL MECH/ELEC/PLUMBING SYSTEMS FROM 14 TO 15TH/ROOF PENTHOUSE. PLUMBING & ELECTRICAL ARE UNDER SEPARATE PERMIT. N/A FOR MAHER ORDINANCE NO 155-13.",,
"06/13/2016","2016-004707ENV","Environmental (ENV)","2632 MISSION ST","Closed - CEQA Clearance Issued","Construction of new 5 story mixed used building. Sixteen residential units (8 one bedrooms, 8 two bedrooms) over one retail space with basement storage. Sixteen bicycle parking spaces are provided on the ground floor, with zero vehicle parking spaces. Common open space is provided on the first floor mezzanine rear deck, and a common roof deck.The PPA was submitted on 4/8/16 and the 90 day deadline is 7/7/16.",,
"06/13/2016","2016-004707PRJ","Project Profile (PRJ)","2632 MISSION ST","Application Accepted","Construction of new 5 story mixed used building. Sixteen residential units (8 one bedrooms, 8 two bedrooms) over one retail space with basement storage. Sixteen bicycle parking spaces are provided on the ground floor, with zero vehicle parking spaces. Common open space is provided on the first floor mezzanine rear deck, and a common roof deck.The PPA was submitted on 4/8/16 and the 90 day deadline is 7/7/16.",,
"06/13/2016","2016-007280EEC","Categorical Exemption (EEC)","Jerry Garcia Amphitheater in John McLaren Park (61 Shelley Drive)","Closed - CEQA Clearance Issued","Install four new wayfinding signs, and one new park identification sign to help visitors navigate to the amphitheater. Repave approximately 1,210 sq. ft. in front of amphitheater. Install new catch basin to improve drainage at site.",,
"06/13/2016","2016-007303ENV","Environmental (ENV)","5 Third Street - Hearst Building","On Hold","Change of use of existing Hearst Building to include hotel, roof deck, office, and retail.  Add four stories.",,
"06/13/2016","2016-007303PRJ","Project Profile (PRJ)","5 Third Street - Hearst Building","Open","Change of use of existing Hearst Building to include hotel, roof deck, office, and retail.  ***Please see Addendum 1 in Application document for full detailed description.***The PPA was submitted on 5/27/16 and the 90 day deadline is 8/25/16.",,
"06/13/2016","2016-007679ENF","Enforcement (ENF)","435 Jersey Street","Closed - Abated","illegal short-term rental",,
"06/13/2016","2016-007682PRL","Project Light (PRL)","191 MOFFITT ST","Closed","Replace all street facing windows with aluminum clad casement windows. No other work.",,
"06/13/2016","2016-007684ENF","Enforcement (ENF)","411 30th Street","Under Review","illegal short-term rentals - No STR # listed",,
"06/13/2016","2016-007685ZAV","Zoning Administrator Verification Letter (ZAV)","1591 Page Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"06/13/2016","2016-007686ZAV","Zoning Administrator Verification Letter (ZAV)","1601 - 19th Avenue - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"06/13/2016","2016-007687PRL","Project Light (PRL)","1510 34TH AVE","Closed","In-fill an existing interior patio on 2nd floor. In-fill not visible from the street no expansion beyond the existing roof line. Removal of less than 75% of interior framing. No other work.",,
"06/13/2016","2016-007688ZAV","Zoning Administrator Verification Letter (ZAV)","1550 Sutter Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"06/13/2016","2016-007689ENF","Enforcement (ENF)","340 Church Street","Under Review","10 parking spaces in the garage area have been turned into ride-share spots not in use by tenants of the building over the past two years",,
"06/13/2016","2016-007690PRL","Project Light (PRL)","1428 PORTOLA DR","Closed","Replace existing stucco in kind.",,
"06/13/2016","2016-007691ENF","Enforcement (ENF)","3201 03RD ST","Closed - Abated","Warehouse has been converted to approximately 10 apartments. Landlords accept only cash for rent. No record of legal housing in building. Address is 3215 3rd Street.Update - area inspected was a legal automobile repair use. no dwellings observed. appears dwellings are located on different building on same lot. re-opened 12/8/16, refer to case 2016-015607ENF for active investigation.",,
"06/13/2016","2016-007692PRL","Project Light (PRL)","1656 15th Street","Closed","Remove and replace one window damaged by small fire, replacement window will exactly match adjacent metal frame windows,",,
"06/13/2016","2016-007693PRL","Project Light (PRL)","51 NAVAJO AVE","Closed","rooms down (wet bar and full bathrooms) - open visual with open railing on internal stairs and indirect access; legalize a portion of existing illegal lightwell infills on 2nd floor with remaining dimensions of open lightwells to match adjacent neighboring lightwells and plans signed by neighbors; add new wood casement window on front façade of ground floor; less than 75% interior framing demo",,
"06/13/2016","2016-007694PRL","Project Light (PRL)","562 BANKS ST","Closed","reseal leaking font stairs; reflash three front windows and garage door; repair tiles above windows. replace gate at side.",,
"06/13/2016","2016-007700PRL","Project Light (PRL)","507 Dolores","Closed","Renovations to lower unit (507), remodel lower level to create living space, (n) interior stairway connecting floors, new windows and exterior doors at rear.",,
"06/13/2016","2016-007701PRL","Project Light (PRL)","246 OTTAWA AVE","Closed","replace front window (same operation) with Marvin Ultra fiberglass",,
"06/13/2016","2016-007702GEN","Generic (GEN)","Eastern Neighborhoods","Closed - Informational","Immediate Disclosure Request w/ extension - Eastern Neighborhoods",,
"06/13/2016","2016-007703PRL","Project Light (PRL)","444 BATTERY ST","Closed","TI to existing office on 1-story structure on podium.  No exterior work. New interior partition aligned with mullion. No changes to exterior transparency, no approval for frosted glass.",,
"06/13/2016","2016-007704PRL","Project Light (PRL)","1200 Clay St","Closed","Replacement of 10 windows with all wood double or single hung windows with ogee lugs.",,
"06/13/2016","2016-007705PCA","Plan Code Amendment-LEG (PCA)","Sacramento NCD- Prohibition New Medical Service Uses","Under Review","160656Ordinance amending the Planning Code to prohibit a change of use from a business or professional service use to a medical service use on the first floor or below in the Sacramento Street Neighborhood Commercial District; affirming the Planning Department’s determination under the California Environmental Quality Act; and making findings of consistency with the General Plan, and the eight priority policies of Planning Code, Section 101.1, and findings of public necessity, convenience, and welfare under Planning Code, Section 302.",,
"06/13/2016","2016-007707PRL","Project Light (PRL)","245 30TH ST","Closed","REMOVE AND REPLACE STUCOO AND CHECK FOR WATER DAMAGE AND DRYROT.  NO BRICK WORK WITH THIS PERMIT.",,
"06/13/2016","2016-007710ENF","Enforcement (ENF)","1186 Noe Street","Under Review","illegal short-term rentals",,
"06/13/2016","2016-007711ENF","Enforcement (ENF)","369 Elizabeth Street","Under Review","illegal short-term rentals",,
"06/13/2016","2016-007712MIS","Misc. Permits-REF (MIS)","1229 Underwood Avenue - Jose's Towing - Police - Tow Car Operation","Closed - Approved","Recommend approval of Motor Vehicle Tow Service Use (dba Jose’s Towing) permitted in the PDR-2 Zoning District per Planning Code Section 210.3 and Building Permit No. 201606149919.",,
"06/13/2016","2016-007713PRL","Project Light (PRL)","2970 JACKSON ST","Closed","replace foundation and lower slab",,
"06/13/2016","2016-007718ENV","Environmental (ENV)","SFPUC - Water & Sewer Line Replacement Project on Waller, Carmelita, Pierce, Steiner, Fillmore, Webster, & Buchanan Streets","Closed - CEQA Clearance Issued","The proposed project involves the replacement and rehabilitation of existing water mains beneath Waller St. (from Octavia St. to Laguna St. and from Buchanan St & Scott St.), Carmelita St. (from Waller St. to Duboce Park), Pierce St. (from Haight St. & Duboce Park), Steiner St. (from Laussat St. & Waller St.), Fillmore St. (from Haight St. to Waller St.), Webster St. (from Haight St. to Waller St.) and at the intersection of Buchanan and Waller Streets. Sewer pipelines would also be replaced under Waller St. (from Scott St. to Divisadero St. and from Divisadero St. to Broderick St.), Carmelita St. (from Waller St. to Deboce Park), and Waller St. (from Fillmore St. to Steiner St. -- a brick sewer would be lined). A total of approximately 5,500 linear feet of water main would be replaced and approximately 1,300 feet of sewer line would be replaced for a total of approximately 6,800 linear feet (or approximately 1.3 miles) of pipeline would be replaced or rehabilitated under this project.",,
"06/13/2016","2016-007718ETM","Environmental Time and Materials (ETM)","SFPUC - Water & Sewer Line Replacement Project on Waller, Carmelita, Pierce, Steiner, Fillmore, Webster, & Buchanan Streets","Closed - CEQA Clearance Issued","The proposed project involves the replacement and rehabilitation of existing water mains beneath Waller St. (from Octavia St. to Laguna St. and from Buchanan St & Scott St.), Carmelita St. (from Waller St. to Duboce Park), Pierce St. (from Haight St. & Duboce Park), Steiner St. (from Laussat St. & Waller St.), Fillmore St. (from Haight St. to Waller St.), Webster St. (from Haight St. to Waller St.) and at the intersection of Buchanan and Waller Streets. Sewer pipelines would also be replaced under Waller St. (from Scott St. to Divisadero St. and from Divisadero St. to Broderick St.), Carmelita St. (from Waller St. to Deboce Park), and Waller St. (from Fillmore St. to Steiner St. -- a brick sewer would be lined). A total of approximately 5,500 linear feet of water main would be replaced and approximately 1,300 feet of sewer line would be replaced for a total of approximately 6,800 linear feet (or approximately 1.3 miles) of pipeline would be replaced or rehabilitated under this project.",,
"06/13/2016","2016-007720PRL","Project Light (PRL)","3225 20TH ST","Closed","Replace three (3) street facing existing non-original aluminum windows with new wood double-hung windows with Ogee lug in existing openings.  Replace non-historic garage door with wood carriage-style garage door.  Replace existing non-original stair and landings in existing location in existing configuration with wood stairs and guardrail attaching to existing facade in similar location (reversible).",,
"06/13/2016","2016-007722MIS","Misc. Permits-REF (MIS)","454 Geary Street - La Marsa","Closed - Approved","Health - Restaurant",,
"06/13/2016","2016-007723PRL","Project Light (PRL)","230 LAKEVIEW AVE","Closed","Remove old deck, pour new patio, build new deck, no fire wall less then 10 feet from grade.",,
"06/13/2016","2016-007724PRL","Project Light (PRL)","2766 39th Ave","Closed","Take down brick façade that has fallen away from the front of the house at the garage door.  Brick will be reinstalled in kind.  This is maintenance on the property located in front.  Therefore, this application does not trigger any further review by planning.",,
"06/13/2016","2016-007725ENV","Environmental (ENV)","SFPUC - New Crystal Springs Bypass Tunnel Repairs Project","Closed - CEQA Clearance Issued","The proposed project involves the installation of a concrete swale (300 feet long, 3 feet wide, and 18-inches deep) along a gravel-covered access road that serves the New Crystal Bypass Tunnel, as well as the grading of a new ditch from a sump pump toward a creek and the installation of approximately 50 linear feet of rip-rap.  All other repairs would be complete in the interior of the tunnel and would not expand the water-transmission capacity of the tunnel.",,
"06/13/2016","2016-007725ETM","Environmental Time and Materials (ETM)","SFPUC - New Crystal Springs Bypass Tunnel Repairs Project","Closed - CEQA Clearance Issued","The proposed project involves the installation of a concrete swale (300 feet long, 3 feet wide, and 18-inches deep) along a gravel-covered access road that serves the New Crystal Bypass Tunnel, as well as the grading of a new ditch from a sump pump toward a creek and the installation of approximately 50 linear feet of rip-rap.  All other repairs would be complete in the interior of the tunnel and would not expand the water-transmission capacity of the tunnel.",,
"06/13/2016","2016-007727PRL","Project Light (PRL)","63 princeton Street","Closed","Replace existing deck per plans.  No proposed firewalls.  The deck is in buildable area.  Rear setbacks are met and Zoning Sections 133 and 136 are met.  No need for 311 process per Deck handout and 136 of the zoning code.",,
"06/13/2016","2016-007731PRL","Project Light (PRL)","2970 JACKSON ST","Closed","Front entry stairs - maintenance and repair, replacement in kind as needed",,
"06/13/2016","2016-007733ENV","Environmental (ENV)","SFPUC - Sunol Golf Course Maintenance Project","Closed - CEQA Clearance Issued","The proposed project involves the following interim maintenance actions at the currently closed Sunol Golf Course in Alameda County:  1) augment approximately 3,000 linear feet of existing, deteriorated chain-link fencing along the southern margin of the golf course with new T-posts and 6-strand wire fencing, 44-inches tall, which would be installed just inside the existing fence line; 2) maintain golf course grass & vegetation to a height of less than 8 inches using hand tools, mowers, line/blade trimmers, etc., to minimize fire risk. Areas with steep slopes, under trees, and unreachable by mowers would be maintained with hand tools and/or blade/line trimmers; 3) rehabilitate (including reseeding, cultivation of putting-green grass, soil conditioning) and maintain greensward (irrigation, mowing, fertilizing, pesticide treatment, etc.) on 18 existing putting greens; and 4) test, rehabilitate, and repair existing putting green irrigation system, as needed.",,
"06/13/2016","2016-007733ETM","Environmental Time and Materials (ETM)","SFPUC - Sunol Golf Course Maintenance Project","Closed - CEQA Clearance Issued","The proposed project involves the following interim maintenance actions at the currently closed Sunol Golf Course in Alameda County:  1) augment approximately 3,000 linear feet of existing, deteriorated chain-link fencing along the southern margin of the golf course with new T-posts and 6-strand wire fencing, 44-inches tall, which would be installed just inside the existing fence line; 2) maintain golf course grass & vegetation to a height of less than 8 inches using hand tools, mowers, line/blade trimmers, etc., to minimize fire risk. Areas with steep slopes, under trees, and unreachable by mowers would be maintained with hand tools and/or blade/line trimmers; 3) rehabilitate (including reseeding, cultivation of putting-green grass, soil conditioning) and maintain greensward (irrigation, mowing, fertilizing, pesticide treatment, etc.) on 18 existing putting greens; and 4) test, rehabilitate, and repair existing putting green irrigation system, as needed.",,
"06/13/2016","2016-007877ENV","Environmental (ENV)","235 Valencia Street","Under Review","The proposed project on 235 Valencia will include four residential stories above a commercial ground floor.  The project proposes 50 residential units, comprised primarily of studios under 350 SF and 40% two-bedroom or larger units. Below market rate (BMR) and market rate (MR) units will be provided on site.  The units are designed to be space-efficient to provide for a number of common public and private amenities within the development including a fully accessible roof terrace, intermediate traces, integrated streetscape and shared second level exterior space for common residential use. In addition, a ""living alley"" is proposed along Clinton Park to promote pedestrian activity with seating and planting. It will also serve as a method to identify and honor the legacy of Hap Jones, the former owner of the site.",,
"06/13/2016","2016-007877PPA","Preliminary Project Assessment (PPA)","235 VALENCIA ST","Closed - Informational","The proposed project is the construction of a (new) 5 story, mixed use commercial and 50-unit residential building.The PPA was submitted on 6/13/16 and the 90 day deadline is 9/11/16.",,
"06/13/2016","2016-007877PRJ","Project Profile (PRJ)","235 Valencia Street","Under Review","The proposed project on 235 Valencia will include four residential stories above a commercial ground floor.  The project proposes 50 residential units, comprised primarily of studios under 350 SF and 40% two-bedroom or larger units. Below market rate (BMR) and market rate (MR) units will be provided on site.  The units are designed to be space-efficient to provide for a number of common public and private amenities within the development including a fully accessible roof terrace, intermediate traces, integrated streetscape and shared second level exterior space for common residential use. In addition, a ""living alley"" is proposed along Clinton Park to promote pedestrian activity with seating and planting. It will also serve as a method to identify and honor the legacy of Hap Jones, the former owner of the site.",,
"06/13/2016","2016-008132GEN","Generic (GEN)","501 York","Closed - Informational","Record Request",,
"06/10/2016","2015-002039CUA","Conditional Use Authorization (CUA)","1241 Shrader St.","Closed - Approved","Demolish an existing two-story single family home and garage to construct a new four-story single family home with a basement, garage, and roof deck.",,
"06/10/2016","2015-015950PRJ","Project Profile (PRJ)","955 POST ST","Application Accepted","Demolish existing office/auto repair concrete building.  Replace with new 106 unit mixed-use commercial concrete building.The PPA was submitted on 12/3/15 and the 90 day deadline is 3/2/16.",,
"06/10/2016","2016-003047EEC","Categorical Exemption (EEC)","3512 - 16th Street",,"Change of use from Auto Service Station to a mixed-use Business and Professional Services with one workshop and one dwelling unit and off-street parking.",,
"06/10/2016","2016-003047ENV","Environmental (ENV)","3512 - 16th Street","Closed - Withdrawn","Change of use from auto service station to one residence, approximately 6,500 square feet of medical service and/or business/professional service use, and six vehicle parking spaces. Modify interior and add new foundation, ground floor slab, and load bearing walls. Reconfigure facades. No expansion of building envelope.",,
"06/10/2016","2016-007615ENF","Enforcement (ENF)","295 Oxford Street Illegal Short-Term Rentals","Closed - Abated","illegal short-term rentals on AirbnbNotice of Violation issued. Short-term rental activity ceased. Appeal hearing held. Enforcement penalty paid. Violation abated (resolved).",,
"06/10/2016","2016-007616PRL","Project Light (PRL)","2227 15TH AVE","Closed","Convert existing storage/garage to new bedroom, new office and family room. Construct new deck at rear (less than 3 feet above grade). Modify interior stairs. New skylight. Enlarge closet on 2nd floor. New windows/doors at rear and side (not visible).",,
"06/10/2016","2016-007617PRL","Project Light (PRL)","1070 HOWARD ST","Closed","N/Aretail to retail and not identified as a formula retail use in this case.  No expansion to the commercial square footage in this case.NO BBNS or planning code complaints.",,
"06/10/2016","2016-007619PRL","Project Light (PRL)","1880 Golden Gate Avenue","Closed","Installation of a new retaining wall in the rear yard up to five feet above grade; maximum excavation of two feet below grade. Project would include installing planters near the retaining wall.",,
"06/10/2016","2016-007620ENV","Environmental (ENV)","ISCOTT Agenda 1387 for Meeting of 6/9/2016","Closed - CEQA Clearance Issued","Temporary Street Closures. Categorically exempt from CEQA: CEQA Guidelines Section 15304 Class 4(e) minor temporary use of land having negligible or no permanent effects on the environment, including carnivals, sales of Christmas trees, etc. and/or Section 15305 Class 5(b) minor alterations in land use limitations, including street closings and equipment for special events.",,
"06/10/2016","2016-007621ETM","Environmental Time and Materials (ETM)","ISCOTT Agenda 1386 for Meeting of 6/9/2016","Closed - Informational","Temporary Street Closures. Categorically exempt from CEQA: CEQA Guidelines Section 15304 Class 4(e) minor temporary use of land having negligible or no permanent effects on the environment, including carnivals, sales of Christmas trees, etc. and/or Section 15305 Class 5(b) minor alterations in land use limitations, including street closings and equipment for special events.",,
"06/10/2016","2016-007622PRL","Project Light (PRL)","1964 GREENWICH ST","Closed","rooms down three family dwelling total on the lot (two buildings) having direct access to the street (trade man's entrance leading to the open space) and a total lack of connection btw floors.  In this case a 1/2 bath of no more than 25 square feet total is allowed. Please note full baths and or wet bars are not allowed on the ground floor in this case.The project will reduce off-street automobile parking by one space but is replace with two bike parking spaces.  All parking and open space requirements are still being met in this case. No changes are propose at the front façade in this case. NO BBNS or planning complaints.",,
"06/10/2016","2016-007623GPR","General Plan Referral (GPR)","1801 Jerrold Avenue Land Reuse Project","Closed - Approved","The San Francisco Public Utilities Commission (SFPUC) proposes jurisdictional transfer of 1801 Jerrold Avenue, which is adjacent to the SFPUC's Southeast Pollution Control Plant, from Public Works to SFPUC. In exchange, Public Works would obtain jurisdiction of the 160 Napoleon Street site, adjacent to the Public Works Yard from SFPUC. After the transfer, SFPUC would demolish the decommissioned asphalt plant and vacate Quint Street extending from the Caltrain berm to Jerrold Avenue. Conditions at the Napoleon Street site would not change.",,
"06/10/2016","2016-007624MIS","Misc. Permits-REF (MIS)","3639 Taraval Street - The Riptide","Closed - Approved","Entertainment Commission: Place of Entertainment - Recommend Approval: Other Entertainment use (790.38) is permitted as a Conditional Use per Planning Code Sec. 710.48 and CPC Motion No. 19677 and subject to the Conditions of Approval contained therein. Specifically, the Planning Commission is directing the Entertainment Commission to consider requiring a second internal door, additional sound curtains, sound scramblers, and/or other sound attenuation measures as deemed necessary. Motion 19677 also limits the hours of operation for the Other Entertainment use and the electronic amplification to 12:30 a.m. on Sunday through Wednesday nights, and 2 a.m. on Thursday through Saturday nights, and on New Year's Eve and Halloween.",,
"06/10/2016","2016-007625ENV","Environmental (ENV)","SFMTA Order # 5594 for Public Hearing on 6/17/16","Closed - CEQA Clearance Issued","Categorically exempt from Environmental Review: CEQA Guidelines Section 15301 Class 1(c): Operation, repair, maintenance, or minor alteration of existing highways and streets, sidewalks, gutters, bicycle and pedestrian trails, and similar facilities.",,
"06/10/2016","2016-007625ETM","Environmental Time and Materials (ETM)","SFMTA Order # 5594 for Public Hearing on 6/17/16","Closed - CEQA Clearance Issued","Categorically exempt from Environmental Review: CEQA Guidelines Section 15301 Class 1(c): Operation, repair, maintenance, or minor alteration of existing highways and streets, sidewalks, gutters, bicycle and pedestrian trails, and similar facilities.",,
"06/10/2016","2016-007627MIS","Misc. Permits-REF (MIS)","2800 California Street - Scopo Divino","Closed - Approved","Recommend approval for Limited Live Performance as an accessory use to the existing Restaurant use with the following 3 restrictions: 1-The area devoted to performances must be indoors and not exceed 200 sq. ft.; 2-The live performance must be subordinate to the primary Restaurant use.; 3-Limited live performance is permitted until 10 pm for the 1st year, an extension to 11 pm may be granted in certain districts in subsequent years.",,
"06/10/2016","2016-007628MIS","Misc. Permits-REF (MIS)","2778 24th Street - D'maize","Closed - Approved","Per 727.48, recommend approval for the continuation of a Limited Live Performance (Other Entertainment as defined in 790.38) as an accessory use to the restaurant (DBA D'Maize) within the 24th Street-Mission NCT.",,
"06/10/2016","2016-007630PRL","Project Light (PRL)",,"Closed","132 square foot infill addition below existing sunrrom. new sunroom windows match existing in floor above. replace garage door in kind",,
"06/10/2016","2016-007631EEC","Categorical Exemption (EEC)","1089 Chestnut Street","Closed - CEQA Clearance Issued","Proposed excavation at basement level to create a second garage.",,
"06/10/2016","2016-007631ENV","Environmental (ENV)","1089 Chestnut Street","Closed - CEQA Clearance Issued","Proposed excavation at basement level to create a second garage. (CUA required for 2nd garage - total 4 spaces)",,
"06/10/2016","2016-007631PRJ","Project Profile (PRJ)","1089 Chestnut Street","Open",,,
"06/10/2016","2016-007636PRL","Project Light (PRL)","100 PALO ALTO AVE","Closed","Window replacement and interior modifications",,
"06/10/2016","2016-007637PRL","Project Light (PRL)",,"Closed","Replace 6 front-facing windows with double hung, aluminum clad wood windows on top unit; interior work",,
"06/10/2016","2016-007639PRL","Project Light (PRL)",,"Open","replace 6 front facing windows with double hung, aluminum clad wood windows on top unit",,
"06/10/2016","2016-007640PRL","Project Light (PRL)","543 CHESTNUT ST","Closed","replace 6 front facing windows with double hung, aluminum clad wood windows on top unit",,
"06/10/2016","2016-007641PRL","Project Light (PRL)","1489 WEBSTER ST","Closed","interior remodel, relocate walls and partitions to add 1br, no change in building envelope - unit 902",,
"06/10/2016","2016-007642PRL","Project Light (PRL)","2209 CHESTNUT ST","Closed","TO LEGALIZE SIGN AT FRONT FACADE OF BUILDING FOR MARINE LAYER STORE.",,
"06/10/2016","2016-007643PRL","Project Light (PRL)","1489 WEBSTER ST","Closed","adding wall to create 2nd bedroom in unit 604",,
"06/10/2016","2016-007644PRL","Project Light (PRL)","1489 WEBSTER ST","Closed","interior remodel, adding 2 partitions two add 2 bedrooms in unit 403; no change to building envelope",,
"06/10/2016","2016-007645PRL","Project Light (PRL)","910 CORBETT AVE","Closed","REPLACE SIXTEEN WINDOWS WITH THE SAME SIZE FIBERGLASS CLAD WOOD WINDOWS IN KIND.",,
"06/10/2016","2016-007646PRL","Project Light (PRL)",,"Closed","Repair roof, replace windows at rear of building and in lightwell, remove asbestos shingles on front facade.",,
"06/10/2016","2016-007647PRL","Project Light (PRL)","175 Riverton Dr","Closed","Interior remodel, new window openings facing side property lines.",,
"06/10/2016","2016-007648PRL","Project Light (PRL)","365 Vermont","Closed","Convert existing roof to roof deck for commercial tenant use",,
"06/10/2016","2016-007649GPR","General Plan Referral (GPR)","28 Lombard Street Transit Corridor Improvements","Closed - Approved","This project would provide transit and pedestrian improvements to the 28 Lombard Street transit corridor by creating nine bus bulb-outs and twenty-one pedestrian bulb-outs along Lombard Avenue to provide extra sidewalk space for pedestrian throughout and allow for faster bus boarding.",,
"06/10/2016","2016-007650PRL","Project Light (PRL)","119 CRESCENT AVE","Closed","To replace existing garage door and motorNo bbn or planning code complaints.",,
"06/10/2016","2016-007651EEC","Categorical Exemption (EEC)","1 Harding Road","Closed - CEQA Clearance Issued","Saint Ignatius is proposing to add a floating dock to an existing dock at the Lake Merced boathouse. The existing dock is approximately 40 years old and they are proposing to bolt an extension dock to it. The new dock is an interlocking prefabricated system that does not require construction.",,
"06/10/2016","2016-007651ENV","Environmental (ENV)","1 Harding Road","Closed - CEQA Clearance Issued","Saint Ignatius is proposing to add a floating dock to an existing dock at the Lake Merced boathouse. The existing dock is approximately 40 years old and they are proposing to bolt an extension dock to it. The new dock is an interlocking prefabricated system that does not require construction.",,
"06/10/2016","2016-007651ETM","Environmental Time and Materials (ETM)","1 Harding Road","Closed - CEQA Clearance Issued","Saint Ignatius is proposing to add a floating dock to an existing dock at the Lake Merced boathouse. The existing dock is approximately 40 years old and they are proposing to bolt an extension dock to it. The new dock is an interlocking prefabricated system that does not require construction.",,
"06/10/2016","2016-007654PRL","Project Light (PRL)","1256 28th Avenue","Closed","Light well infill and remodel 2nd floor kitchen. notice not required per ZA Bulletin n.4, paragraph n.1Remove illegal wet bar on first floor (condition of approval)NO changes to front facade",,
