"Date","Record Number","Record Type","Project Name","Status","Description","Short Notes",
"04/06/2017","2017-004260ENF","Enforcement (ENF)","106 Grand View Avenue","Under Review","suspected illegal short-term rental at 106 Grand View Avenue",,
"04/06/2017","2017-004261DRP","Discretionary Review - Public Initiated (DRP)","99 SAINT GERMAIN AVE","Under Review","Discretionary Review Application for BPA 2017.02.16.9531. REPAIR OUTSIDE ELEVATOR TOWER DRY ROT. WOODSIDING REPAIR  DOOR. less than 50%",,
"04/06/2017","2017-004261PRJ","Project Profile (PRJ)","99 SAINT GERMAIN AVE","Application Accepted","REPAIR OUTSIDE ELEVATOR TOWER DRY ROT. WOODSIDING REPAIR  DOOR. less than 50%",,
"04/06/2017","2017-004262PRL","Project Light (PRL)","25 MADRONE AVE","Closed","Existing stucco in need of patch repair at Southwest corner of the basement on a single family residence. Area of repair limited to the front corner and partial entrance stairway wall. Material and finish to match existing stucco.",,
"04/06/2017","2017-004263PRL","Project Light (PRL)","3009 WEBSTER ST","Closed","change out existing façade to the one as shown on plans - please note public notice is not required in this case.  The building is not identified as a historical resource - all projections at the front façade are meeting section 136 of the planning code - no change to the garage door opening width in this case.No BBNs or planning code complaints.",,
"04/06/2017","2017-004264ENF","Enforcement (ENF)","1226A Washington Street Illegal Short-Term Rentals","Closed - Abated","1226A Washington Street Illegal short-term rentals by one (1) tenant on Airbnb.com. Listing removed by tenant. Proof of no reservations provided by host. Complaint abated (resolved)",,
"04/06/2017","2017-004265PRL","Project Light (PRL)","2211 NEWCOMB AVE","Closed","Permit to establish first time tenant in vacant space. Usage to be storage of vehicles and construction tools and a trade office for a contractor business. Establishing Trade Office and Commercial Storage uses, both permitted in the PDR-2 Zoning District.",,
"04/06/2017","2017-004266GEN","Generic (GEN)","2225 Jerrold Avenue - AAU 2017 Fashion Show","Closed - Approved","TUA: includes load-in for the fashion show on 4/28/, show preparation 4/29 - 5/5, a one day showcase open to the public on 5/6/17 only; and removal of the show between 5/7/ & 5/9.  The AAU Annual Fashion Show was featured at the Jerrold location in 2015 and 2016.",,
"04/06/2017","2017-004267PRL","Project Light (PRL)","3600 20TH ST","Closed","As per plans and application, to change use from retail to personal services; no visible exterior change; and to install air intake mechanical devise on rear roof.",,
"04/06/2017","2017-004268GEN","Generic (GEN)","2225 Jerrold Avenue - AAU 2017 Student Art Show","Closed - Approved","TUA: Student art showcase will open on 5/18/17, 7-9 pm; and available for public view 5/19-6/16; six days a week Mon.-Sat., 10am-5pm; excluding Sundays.  Show installation will be between 5/10-5/17, with de-installation and load-out between 6/17 & 6/26.  The Spring Art Show was features at the Jerrold location in 2015 & 2016.",,
"04/06/2017","2017-004270PRL","Project Light (PRL)","3464 19TH ST","Closed","Repair to existing, exterior solid wood stair railing to correct rot. Repair to match in kind. No change to landing dimensions or design of the stair/railing.",,
"04/06/2017","2017-004271GEN","Generic (GEN)","2000 & 2301 19th Ave","Closed - Informational","Public Record Request - 2000 & 2301 19th Ave",,
"04/06/2017","2017-004272ENV","Environmental (ENV)","Sale of SFPUC Parcel (Block 2719C, Lot 23) and adjacent 8,795 square-foot SFPW Parcel","Closed - CEQA Clearance Issued","SFPUC’s proposes to adopt the findings that Block 2719C, Lot 23 (“Parcel 23”) is surplus to SFPUC’s needed; approve the terms and conditions of a settlement agreement; authorize the SFPUC General Manager to execute a purchase and sale agreement for Parcel 23 and the adjacent 8,795 square-foot parcel (SFPW Parcel) in San Francisco under the jurisdiction of the San Francisco Public Works Department (Public Works); and authorize a request to the Board of Supervisors and the Mayor to approve the SFPUC Parcel sale, subject to the terms of the Purchase and Sale Agreement (the proposed Action). Any proposals for subsequent development of the property by the new owner would be subject to additional CEQA review.",,
"04/06/2017","2017-004272ETM","Environmental Time and Materials (ETM)","Sale of SFPUC Parcel (Block 2719C, Lot 23) and adjacent 8,795 square-foot SFPW Parcel","Closed - CEQA Clearance Issued","SFPUC’s proposes to adopt the findings that Block 2719C, Lot 23 (“Parcel 23”) is surplus to SFPUC’s needed; approve the terms and conditions of a settlement agreement; authorize the SFPUC General Manager to execute a purchase and sale agreement for Parcel 23 and the adjacent 8,795 square-foot parcel (SFPW Parcel) in San Francisco under the jurisdiction of the San Francisco Public Works Department (Public Works); and authorize a request to the Board of Supervisors and the Mayor to approve the SFPUC Parcel sale, subject to the terms of the Purchase and Sale Agreement (the proposed Action). Any proposals for subsequent development of the property by the new owner would be subject to additional CEQA review.",,
"04/06/2017","2017-004275PRL","Project Light (PRL)","355 12TH AVE","Closed","Replacing 6 windows like for like with paintable wood clad.  All windows are street visible.  Replacing wood with wood clad (u factor<.32), bedrooms will comply with egress.  Aluminum clad eagle series.",,
"04/06/2017","2017-004276PRL","Project Light (PRL)","2690 GREAT HWY","Closed","Replace 12 total windows, from vinyl tripartite sliders to two sash (fixed and casement) milgard fiberglass.  All visible from street.  No change to window opening size or location.",,
"04/06/2017","2017-004277ENV","Environmental (ENV)","SFMTA - Roof Repairs at 7 SFMTA Facilities","Under Review","The SFMTA proposes to repair various rooves at seven (7) SFMTA facilities, as outlined below. The various repairs would patch leaks in the buildings’ rooves and qualify as “ordinary maintenance and repairs” under Planning Code Article 10 Section 1005 (e) (3).Facilities: 1) Presidio Division, 949 Presidio Avenue; 2) Cable Car Barn, 1201 Mason Street; 3) Kirkland Operations Bldg., 151 Beach St.; 4) Kirkland Maintenance Bldg., 151 Beach St.; 5) Forest Hill Station; 6) Duboce Tower, Duboce/Church; 7) Cameron Beach, 2301 San Jose Avenue.",,
"04/06/2017","2017-004277ETM","Environmental Time and Materials (ETM)","SFMTA - Roof Repairs at 7 SFMTA Facilities","Open","The SFMTA proposes to repair various rooves at seven (7) SFMTA facilities, as outlined below. The various repairs would patch leaks in the buildings’ rooves and qualify as “ordinary maintenance and repairs” under Planning Code Article 10 Section 1005 (e) (3).Facilities: 1) Presidio Division, 949 Presidio Avenue; 2) Cable Car Barn, 1201 Mason Street; 3) Kirkland Operations Bldg., 151 Beach St.; 4) Kirkland Maintenance Bldg., 151 Beach St.; 5) Forest Hill Station; 6) Duboce Tower, Duboce/Church; 7) Cameron Beach, 2301 San Jose Avenue.",,
"04/06/2017","2017-004278ENF","Enforcement (ENF)","165 Powell","Pending Review","Failure to complete rehabilitation of Marquard's marquee. All typography and neon was removed btwn 10/2015 and 2/2016.",,
"04/05/2017","2016-013149VAR","Variance (VAR)","1919 UNION ST","Under Review","Variance from the rear yard requirement to permit the encroachment of a spiral stair case and roof deck into the rear yard.",,
"04/05/2017","2016-013789ENV","Environmental (ENV)","120 BREWSTER ST","Under Review","Alterations to an existing two-story single-family home with no vehicle parking. Horizontal expansion at front and rear, one-story vertical addition, and excavation to add parking for two vehicles. Façade alterations.",,
"04/05/2017","2017-000054COA","Certificate of Appropriateness (COA)","605 WALLER ST","Under Review","Certificate of Appropriateness: New roof deck outside existing bedroom in place of existing sloped roof; remove substandard stairs and penthouse leading to existing roof; expand kitchen into new flat-roof sub area under new deck; new window in new opening and new window in enlarged opening at Pierce Street façade.",,
"04/05/2017","2017-000777VAR","Variance (VAR)","891 POST ST","Under Review","Variance from the dwelling unit exposure requirement to permit the addition of two new accessory dwelling units.",,
"04/05/2017","2017-004156PRV","Project Review Meetings (PRV)","302 Warren Drive","Under Review","302 Warren Drive (2686/027); Project Review meeting to discuss replacement of the front ""greenhouse"" curved window wall with a standard window and roof above;and, rebuilding and expanding the rear deck.  Applicant would like to discuss if neighborhood notification is required and if the deck design is acceptable per zoning code.",,
"04/05/2017","2017-004157PRV","Project Review Meetings (PRV)","90 Lapidge Street","Closed - Informational","90 Lapidge Street (3588/046); Project Review meeting to discuss adding an existing rear garage space to existing 1st floor residential unit including stair enclosure and roof deck.",,
"04/05/2017","2017-004158PRV","Project Review Meetings (PRV)","100 Laguna Street","Closed - Informational","100 Laguna Street (0856/012); Project Review meeting to discuss the following:  1) Review proposed new outdoor roof area with wind screen, solar PV roof support structure and recreational support areas; 2) Review proposed new penthouse for existing roof stair and for new roof stair; 3) Review existing street carriage door change to window for new ADU.  Applicant would like a preservation planner to attend the meeting.",,
"04/05/2017","2017-004159PRV","Project Review Meetings (PRV)","944-948 Vallejo Street","Under Review","944-948 Vallejo Street (0128/013); Project Review meeting to review addition and renovation at 944R Vallejo.  Review:  1) current scheme and if a variance is required; 2) process and steps to take with current scheme; 3) alt designs to avoid a variance process (if required) and expedite process.",,
"04/05/2017","2017-004162ENF","Enforcement (ENF)","1439 BAKER ST","Open",,,
"04/05/2017","2017-004164PRV","Project Review Meetings (PRV)","1 Taylor Street","Closed - Informational","1 Taylor Street (0343/031 and 032); Project Review application to discuss the following:  1) Re-light with ""LED neon"" the two blade signs at the corner of Golden Gate Avenue and Taylor Street.  This blade sign does not appear to be the 1924 original blade sign but a CIRCA 1950 blade sign.  The restoration of these two signs would occur in-place.  These signs have been maintained to my satisfaction during my tenure as ""Engineer or Record"" since 1989 and are rehabible in-situ; 2) Discuss ""relighting"" the current marquee over the entrance to the theatre at the corner of Golden Gate and Taylor Street; 3) Relight the dome; 4) repairing the sidewalk along Golden Gate Avenue and Taylor Street.  there is terrazzo at the entrance to the theater.  There is a requirement to modify the terrazzo to make the theater entrance ADA access and to make the city sidewalk curb ramp ADA compliant.  5) Install a cooling tower on the roof.  The proposed location is behind the existing elevator stair penthouse.",,
"04/05/2017","2017-004165PRV","Project Review Meetings (PRV)","4230 18th Street","Closed - Informational","4230 18th Street (2648/019); Project Review meeting to discuss entitlement and environmental review process and schedule for demolition of existing commercial building and construction of new, 4-story building with 12 hotel rooms over ground floor restaurant at rear.  Applicant would like a Preservation, Environmental and a UDAT planner attend the meeting.",,
"04/05/2017","2017-004166ENF","Enforcement (ENF)","2800 03rd Street","Closed - No Violation","illegal cannabis dispensary in dogpatch area",,
"04/05/2017","2017-004167PRL","Project Light (PRL)","1250 SUNNYDALE AVE","Closed","REPLACE WINDOWS & RELATED WATERPROOFING AS NEEDED, REPLACE OR REPAIR (E) SIDING & RELATED WATERPROOFING AS NEEDED. REPLACE ALL UNIT ENTRY DOORS, (E) STAIRS & GUARDRAILS, TOILET  EXHAUST FAMS,BLD FIXTURES, LT FIXTURES, ALL SITE LT FIX, (E) UNIT HEATERS, ACCESS. UPGRADES, REMODEL LAUNDRY,REROOFApproved for the stated scope of work - please note no loss of any Usable open space provided for the dwelling units - landscaping as shown on plans - no loss of any off-street parking - windows replaced in kind within the existing openings - siding as shown on plans and application. No expansion per this application - no loss of dwellings both lawful or unwarranted.No BBNs or planning code complaints.",,
"04/05/2017","2017-004168ENF","Enforcement (ENF)","2808 MARKET ST","Open",,,
"04/05/2017","2017-004169PRV","Project Review Meetings (PRV)","3641 24th Street","Closed - Informational","3641 24th Street (6512/030); Interdepartmental Project Review meeting to discuss modernizing and voluntary seismic upgrades of existing facilities.",,
"04/05/2017","2017-004170MIS","Misc. Permits-REF (MIS)","5754 Geary Blvd - Balance Traditional Thai Massage & Spa","Closed - Approved","Health - MassageContinued massage establishment use permitted as legal nonconforming use in NC-3 District per Planning Code Sections 186.1 and 712.54.All massage therapists to be CAMTC certified.",,
"04/05/2017","2017-004172MIS","Misc. Permits-REF (MIS)","3226 Geary Blvd - Derm Restaurant","Closed - Approved","ABC - Type 41ABC Type-41 license permitted in conjunction with continued restaurant use in NC-3 District per PC Section 712.44 and 790.91. Must operate as a Bona Fide Eating Place per PC Section 790.142.",,
"04/05/2017","2017-004173PRL","Project Light (PRL)","1060 Church Street","Closed","Reduce the size of the existing, street-facing window by 12"" in width (reduction from left side). New window to be wood, casement, with trim to match existing. Window to be Marvin Wood Ultimate Casement window.",,
"04/05/2017","2017-004174MIS","Misc. Permits-REF (MIS)","2301 Fillmore Street -","Closed - Approved","ABC - Type 47ABC Type-41 license permitted in conjunction with continued restaurant use in Upper Fillmore NCD per PC Sections 186.1, 718.44, and 790.91. Must uperate as bona fide eating place per PC Section 790.142.",,
"04/05/2017","2017-004176MIS","Misc. Permits-REF (MIS)","1737 Post Street, Suite 337 - Monster Chef","Closed - Approved","ABC - Type 41ABC Type-41 license permitted in Restaurant use in Japantown NCD per PC Section 748.44. Must operate as a Bona Fide Eating Place per PC Section 790.142.",,
"04/05/2017","2017-004177ENF","Enforcement (ENF)","382 GREEN ST","Open",,,
"04/05/2017","2017-004178ENF","Enforcement (ENF)","382 GREEN ST #1","Open",,,
"04/05/2017","2017-004179MIS","Misc. Permits-REF (MIS)","1115 Clement Street - My Spicy Seafood","Closed - Approved","Health - RestaurantContinued restaurant use permitted as legally nonconforming use in Inner Clement NCD per Planning Code Sections 186.1 and 716.44.",,
"04/05/2017","2017-004180MIS","Misc. Permits-REF (MIS)","1954 Union Street - The Caviar Company","Closed - Approved","Health - General Specialty GroceryNew General/Specialty Grocery Use permitted in union Street NCD per Planning Code Section 725.40.",,
"04/05/2017","2017-004181ENF","Enforcement (ENF)","382 GREEN ST #2","Open",,,
"04/05/2017","2017-004182PRJ","Project Profile (PRJ)","2025 OFARRELL ST","Under Review","ADD UNIT PER ORDINANCE# 162-16. CONVERT (E) ROOMS INTO ACCESSORY DWELLING UNIT WITH 1 BEDROOM & 1 BATH.",,
"04/05/2017","2017-004182VAR","Variance (VAR)","2025 OFARRELL ST","Under Review","Variance from the exposure requirement to permit the addition of an accessory dwelling unit.",,
"04/05/2017","2017-004184PRL","Project Light (PRL)","27 ALTA MAR WAY","Closed","Garage door (tradesman entry) - No change to opening - same sizeNo BBNs or planning code complains.",,
"04/05/2017","2017-004185PRL","Project Light (PRL)","20 PAGE ST","Closed","One projection sign meeting section 607.1 of the planning code -   Being directly illuminated in this case.(C)   Projecting Signs. The number of projecting Signs shall not exceed one per business. The Area of such Sign, as defined in Section 602, shall not exceed 32 square feet. The Height of the Sign shall not exceed 24 feet, or the height of the wall to which it is attached, or the height of the lowest of any residential windowsill on the wall to which the Sign is attached, whichever is lower. No part of the Sign shall project more than 75% of the horizontal distance from the Street Property Line to the curbline, or six feet six inches, whichever is less. Such Signs may be Nonilluminated, Indirectly Illuminated, or Directly Illuminated.No BBNs or planning code complaints.",,
"04/05/2017","2017-004186PRV","Project Review Meetings (PRV)","88 King Street, Units 104 and 105","Closed - Informational","88 King Street, Units 104 and 105 (3793/009 and 3793/010); Project Review meeting to review proposed plans to remodel and merge units 104 and 105 at 88 King Street.  Applicant understands the merger of dwelling units will require approval from the Planning Commission and that this may be more challenging in today's political climate, but applicant is looking for insight on the process to better advise his clients.  All work is to be on the interior of the 2 units and there will be no changes to the exterior.  Both units are currently owner occupied and not used as rental units.  The owners want to combine the units to maximize their open space on the ground floor and still accommodate additional guests on the second floor.",,
"04/05/2017","2017-004187CUA","Conditional Use Authorization (CUA)","2162 UNION ST","Under Review","Conditional Use Authorization to establish a formula retail establishment d.b.a. Verizon.",,
"04/05/2017","2017-004187PRJ","Project Profile (PRJ)","2162 UNION ST","Under Review","Conditional Use Authorization to establish a formula retail establishment d.b.a. Verizon Wireless.",,
"04/05/2017","2017-004188PRV","Project Review Meetings (PRV)","3675 Jackson Street","Closed - Informational","3675 Jackson Street (0988/018); Project Review meeting to discuss a renovation possible horizontal and vertical additions.",,
"04/05/2017","2017-004191PRL","Project Light (PRL)","1608 16TH AVE","Open","New windows at front replaced with vinyl, in kind",,
"04/05/2017","2017-004192PRV","Project Review Meetings (PRV)","2322 Lombard Street","Under Review","2322 Lombard Street (0489/010); Interdepartmental Project Review meeting to discuss the following:  PA Application #2011-0504.5371, CU Application",,
"04/05/2017","2017-004193PRL","Project Light (PRL)","1425 BAKER ST","Closed","inkind replacement of required secondary egress stairs, firewall, and landing due to dry rot/termite",,
"04/05/2017","2017-004194PRL","Project Light (PRL)","565 Ortega Street","Closed","Interior renovation of single family residence to include kitchen, 2.5 baths, 4 bedrooms, and bar. New aluminum windows at side and rear elevations. New sliding door at side elevation.",,
"04/05/2017","2017-004195PRV","Project Review Meetings (PRV)","744 Harrison Street/29 Rizal Street","Closed - Informational","744 Harrison Street/29 Rizal Street (3751/028 and 054); Interdepartmental Project Review meeting to review proposed new, 8-story mixed use building to replace existing 1-story office building and parking lot.  Proposed building includes ground floor commercial use, 6 floors of hotel use (55 rooms) and 1 floor residential (4 units).",,
"04/05/2017","2017-004196PRL","Project Light (PRL)","5930 CALIFORNIA ST","Closed","Interior remodel Unit #4. Replace existing windows with aluminum clad windows.",,
"04/05/2017","2017-004197PRL","Project Light (PRL)","3614 Taraval Street","Closed","Facade alterations. Remove brick bulkhead at front exterior and replace with stucco to match.",,
"04/05/2017","2017-004198PRL","Project Light (PRL)","114 ARGONAUT AVE","Closed","Replace one existing wood clad window on ground floor in-kind.",,
"04/05/2017","2017-004199LLA","Lot Line Adjustments-REF (LLA)","1477 SUNNYDALE AVE","On Hold","E-Condo for 8 Lot Merger",,
"04/05/2017","2017-004200ENF","Enforcement (ENF)","3233 Octavia Street, Apt 3","Under Review","suspected illegal short-term rental at 3233 Octavia Street, Apt 3 (host is condominium owner)  https://www.airbnb.com/rooms/7989316. Notice of Violation Issued. Listing removed. No future reservations. Penalties paid. Violation is now abated resolved.",,
"04/05/2017","2017-004201MIS","Misc. Permits-REF (MIS)","233 Winston Drive - Target Store T-3264","Closed - Approved","Recommend approval. General / specialty grocery store dba Target permitted in C-2 Zoning District per Planning Code Sections 210.1 and 303 and established via building permit application 201609218422.",,
"04/05/2017","2017-004202PRL","Project Light (PRL)","601 TOMPKINS AVE","Closed","Replace two existing aluminum windows on second floor with wood clad; no change in size of openings.",,
"04/05/2017","2017-004203MIS","Misc. Permits-REF (MIS)","233 Winston Drive - Target Store T-3264 (Starbucks)","Closed - Approved","Recommend approval. Limited restaurant dba Starbucks (within Target) permitted in C-2 Zoning District per Planning Code Sections 210.1, 202.2, and 303.",,
"04/05/2017","2017-004204MIS","Misc. Permits-REF (MIS)","451 Castro Street - Castro Ice Cream","Closed - Approved","Recommended approval for continuation of limited restaurant use - change of ownership only. Limited restaurant d.b.a. Castro Ice Cream permitted in Castro Street NCD per 715.43 & 790.90.",,
"04/05/2017","2017-004205MIS","Misc. Permits-REF (MIS)","2455 - 3rd Street","Closed - Approved","Recommend approval of ABC License Type 02 for small wine manufacturer at 2455 3rd Street (dba Hackberry Hill Cellars, Inc), pursuant to PC Sec 210.3 and ZA letter of determination dated 5/6/2011.",,
"04/05/2017","2017-004206MIS","Misc. Permits-REF (MIS)","993 Mission Street -","Pending Review","ABC - Type 41",,
"04/05/2017","2017-004207MIS","Misc. Permits-REF (MIS)","310 Valencia Street - Black Serum","Closed - Approved","Per 726.52, recommend approval for the personal service/tattoo parlor (DBA Black Serum) within the Valencia Street NCT. Change of use established under BPA No. 2017.0208.8998. Per 726.27, proposed hours of operation are principally permitted.",,
"04/05/2017","2017-004208MIS","Misc. Permits-REF (MIS)","2154 Mission Street - Indian Palace","Approved","Health - Restaurant: 	Full service restaurant permitted per Planning Code Sections 790.92 and 712.42; continuation of existing use.",,
"04/05/2017","2017-004209MIS","Misc. Permits-REF (MIS)","2495 - 3rd Street - Serpentine","Closed - Approved","Health - Restaurant: Approved ground floor restaurant use (d.b.a. Serpentine) pursuant to PC Section 218(a).",,
"04/05/2017","2017-004210PRL","Project Light (PRL)","512 10th Ave","Closed","Interior alterations and infill of six windows at the rear side elevation; no other exterior work.",,
"04/05/2017","2017-004211MIS","Misc. Permits-REF (MIS)","126 Sutter Street -The Meatball Bar","Closed - Approved","Health - Restaurant",,
"04/05/2017","2017-004212PRL","Project Light (PRL)","221 MAIN ST","Closed","temporary decorative wood barrier around the temporarily-relocated daycare playground until metal fence arrives",,
"04/05/2017","2017-004213MIS","Misc. Permits-REF (MIS)","101 Oak Street - RT Rotisserie","Closed - Approved","Health - Restaurant",,
"04/05/2017","2017-004214ENF","Enforcement (ENF)","112 Virginia Avenue","Closed - Abated","complete change to front façade - put in windows and stucco in historical building",,
"04/05/2017","2017-004215MIS","Misc. Permits-REF (MIS)","1730 Leavenworth Street -","Closed - Approved","ABC - Type 85",,
"04/05/2017","2017-004216MIS","Misc. Permits-REF (MIS)","643 Post Street - ZZAN","Closed - Approved","ABC - Type 41",,
"04/05/2017","2017-004217PRL","Project Light (PRL)","2060 DIVISADERO ST","Closed","Change of use from a Bar to a Business or Professional Services use per planning code sections 711.53 and 790.108. This is to establish a new Architects office that is open to the general public.  Please note there are not exterior changes proposed per this application and this does not establish a general office use within the NC-2 district.please note a business or professional services use does not trigger public notice per section 312.No BBNs or planning code complaints.",,
"04/05/2017","2017-004218ENF","Enforcement (ENF)","POPOS Compliance review","Closed - No Violation","POPOS review only.",,
"04/05/2017","2017-004219ENF","Enforcement (ENF)","4680 Mission","Closed - Abated","4680 Mission (church on 2nd floor)",,
"04/05/2017","2017-004220ENF","Enforcement (ENF)","POPOS Compliance review","Closed - No Violation","POPOS review only",,
"04/05/2017","2017-004221ENF","Enforcement (ENF)","POPOS Compliance review","Closed - No Violation","POPOS review only",,
"04/05/2017","2017-004222PRL","Project Light (PRL)","270 05TH ST","Closed","initial TI - establish a new limited restaurant use that is identified as a formula retail use in this case - please note a new limited restaurant use is permitted as of right without public notice (Original entitlement called out retail uses on the ground floor) Formula retail uses are principally permitted in this case as well. No exterior changes are proposed No changes are proposed to the square footage of the storefront.Please note all impact fees have been paid as part of the original permit.No BBNs or planning code complaints.",,
"04/05/2017","2017-004223PRL","Project Light (PRL)","1697 OAK ST","Closed","Rooms down: construct new (2) bedrooms, (2) full bathrooms, (1) family room, storage, closet on ground floor. Construct new bedroom, 1 full bathroom, closet, office/storage, laundry at attic level. No changes to windows. No other work.",,
"04/05/2017","2017-004224PRL","Project Light (PRL)","469-473 south van ness ave","Closed","Replacement in-kind of horizontal wood siding on side elevation facing adjacent parking lot.",,
"04/05/2017","2017-004225PRL","Project Light (PRL)","1494 42ND AVE","Closed","Rooms down: Construct new bedroom, new full bathroom, family room on ground floor. New window at rear. No other work proposed.",,
"04/05/2017","2017-004227PRL","Project Light (PRL)","2637 PIERCE ST","Closed","NEW GARAGE OPENING WITHIN EXISTING BUILDING ENVELOPE, NEW DRIVEWAY/CURB CUT,  REPLACE IN-KIND FRONT ENTRY STAIRS AND INFILL OF TWO LIGHTWELLS ON EITHER SIDE OF THE BUILDING; TO FACE BLANK WALLS.",,
"04/05/2017","2017-004228PRJ","Project Profile (PRJ)","Sutter and Fillmore - Issei garden","Application Accepted","Administrative Certificate of Appropriateness: Sutter Street Landscape improvements (Issei garden)",,
"04/05/2017","2017-004229PRJ","Project Profile (PRJ)","7 SEYMOUR ST","Under Review","RESPOND TO NOTICE OF ENFORCEMENT 13269-ENF, MEMORIALIZE DEMO WRK PERFORMED WITHOUT PERMITS, FULL INTERIOR REMODEL @ ALL FLOORS, ADJUST (E) FLOOR HEIGHTS TO ACCOMMODATE NEW 3RD FLOOR, NEW DORMERS & ENLARGED WINDOW @ NEW 3RD FLOOR LEVEL, NO OTHER FACADE CHANGES.",,
"04/05/2017","2017-005008ENV","Environmental (ENV)","368 Diamond Street","Under Review","INTERIOR AND EXTERIOR RENOVATION OF 2 STORY SINGLE FAM HOUSE INCLUDE LIFTING EXISTING STRUCTURE 1'2"" HORIZONTAL & VERTICAL ADDITION TO CREATE 3 STORY STRUCTURE W/3RD STORY SETBACK FROM FRONT FACADE. RELOCATE FRONT ENTRANCE. ALL NEW SYSTEMS, FINISHES, ETC. IN EXISTING STRUCTURE INCLUDED.",,
"04/05/2017","2017-005198ENV","Environmental (ENV)","663-665 SAN JOSE AVE","Closed - CEQA Clearance Issued","Change existing use from Retail to Day Care. Remodel interior, add ADA bathroom, add fire rated corridor, change windows at rear facade and add raised deck less than 3' from grade.",,
"04/04/2017","2013.1458VAR","Variance (VAR)","198 VALENCIA ST","Closed - Approved","Variance request from the minimum floor to floor height requirement to permit the demolition of existing 1 story commercial structure and replace with 5-story building with 28 residential units and ground floor commercial space.","Demolition of existing 1 story commercial structure, replace with 5-st",
"04/04/2017","2017-003149PTA","Permit to Alter Major/Minor (PTA)","166 GEARY ST","Approved","Minor Permit to Alter: Security gate at Maiden Lane entrance to match adjacent (E) tenant's gate (suit supply).",,
"04/04/2017","2017-004093PRL","Project Light (PRL)","682 19TH AVE","Closed","Interior added bedroom and full bathroom for disabled family member. No structural. 393 sf at ground floor. Also 2nd story bathroom remodel.",,
"04/04/2017","2017-004094PRL","Project Light (PRL)","60 CLAIRVIEW CT","Closed","In-kind replacement of 2 windows at front. New windows to be wood-clad. No change in size, location, or operations.",,
"04/04/2017","2017-004095PRL","Project Light (PRL)","600 TOWNSEND ST","Closed","Revision to BPA 201609278911. Relocate fill-in of waffled coved area at 1st floor. Exterior door modification at 1st floor. Exterior door and window relocation/modification.",,
"04/04/2017","2017-004096PRL","Project Light (PRL)","572 FUNSTON AVE","Closed","Interior renovations. Replace one car parking space with bike parking space. Open visual/spatial connection - full bath and wet bar permitted. Reduction of rear 1-story ""pop-out"". Window changes/relocations on rear and side elevations.",,
"04/04/2017","2017-004098PRJ","Project Profile (PRJ)","2510 GREEN ST","Application Accepted","2 STORY SIDE HORIZONTAL & VERTICAL ADDITION, 1 STORY REAR HORIZONTAL & VERTICAL ADDITION, DORMER ADDITION, (N) ENTRY WALKWAY/STEPS, REPLACE (E) BRICK FOUND. W/ (N) CONCRETE/BRICK VENEER, REPLACE (E) ROOFING, REPAIR & REPLACE (E) SIDING IN AREA OF DAMAGE. FULL INT. REMODEL& STRUCTURAL WORK ASSOCIATED",,
"04/04/2017","2017-004098VAR","Variance (VAR)","2510 GREEN ST","Pending Review","Variance from the rear yard requirement to permit the use of an existing non-conforming accessory structure within the required rear yard.",,
"04/04/2017","2017-004100PRL","Project Light (PRL)","2339 37TH AVE","Closed","Interior renovations. Open visual/spatial connection. Adding more than 800 sq of habitable space to existing unit.",,
"04/04/2017","2017-004101PRL","Project Light (PRL)","1525 Howard Street","Closed","1 illuminated wall sign: 2'10"" by 6'6""1 illuminated wall sign: 4'1"" by 3'8""",,
"04/04/2017","2017-004102PRL","Project Light (PRL)","1701 Haight Street","Closed","Install new scissor gate at the entry and store front with 75% minimum transparency; use only off-hours.",,
"04/04/2017","2017-004103ENF","Enforcement (ENF)","73 Dorado Terrace","Under Review","Suspected illegal short-term rental. No listing found as of yet. Outreach to property owner pending by OSTR staff.",,
"04/04/2017","2017-004104CUA","Conditional Use Authorization (CUA)","855 Brannan Street","On Hold","Conditional Use Authorization to establish a formula retail coffee shop DBA Peet's Coffee.",,
"04/04/2017","2017-004104PRJ","Project Profile (PRJ)","855 Brannan Street","Application Accepted","Conditional Use Authorization to establish a formula retail coffee shop DBA Peet's Coffee.",,
"04/04/2017","2017-004106PRL","Project Light (PRL)","917 BUSH ST","Closed","Demolish (E) storefront, install new storefront with ADA compliant entry.",,
"04/04/2017","2017-004107PRL","Project Light (PRL)","3741 BRODERICK ST","Closed","TO ENCLOSE LIGHTWELL ON SOUTH ELEVATION ON THREE FLOORS AND TO CONSTRUCT AN ELEVATOR WITHIN EXISTING ENVELOPE TO FOURTH FLOOR.  REPLACE GARAGE DOOR IN KIND.  REPLACE WINDOWS ON FRONT FACADE WITH STEEL MATERIAL TO MATCH EXISTING MATERIAL OF WINDOWS IN KIND.  ALL OTHER WORK ARE INTERIOR.  LESS THAN 75% INTERIOR WALL REMOVAL.",,
"04/04/2017","2017-004109MIS","Misc. Permits-REF (MIS)","798 10th Avenue - Crown Castle ROW WTS Facility","Closed - Disapproved","Crown Castle ROW WTS Facility: Installation and operation of wireless equipment and antennas for Crown Castle on Existing PG&E Wood Utility Pole.",,
"04/04/2017","2017-004110CUA","Conditional Use Authorization (CUA)","2867-2899 San Bruno Avenue","Under Review","Modification of Condition of Approval. Planning Commission Motion No. 18782.",,
